Bait,Prey,Condition,SAINT,MaxSAINT,AvgSpec,SpecSum,co-IP validated,Reported,FoldChange
TCTN2,LMF2,Ciliated,1.0,1.0,63,126,,,2.0
TCTN2,LOC100129118,Ciliated,1.0,1.0,10,19,,,2.0
TCTN2,LRRC59,Ciliated,1.0,1.0,115,224,,,2.0
TCTN2,MAGT1,Ciliated,1.0,1.0,172,337,,,2.0
TCTN2,MBOAT2,Ciliated,1.0,1.0,4,8,,,2.0
TCTN2,MBOAT7,Ciliated,1.0,1.0,39,70,,,2.0
TCTN2,MFSD10,Ciliated,1.0,1.0,8,15,,,2.0
TCTN2,MKS1,Ciliated,0.96,1.0,32,34,,,2.0
TCTN2,MLEC,Ciliated,0.96,0.99,3,5,,,2.0
TCTN2,MMGT1,Ciliated,1.0,1.0,15,19,,,2.0
TCTN2,NCOA2,Ciliated,1.0,1.0,15,20,,,2.0
TCTN2,NDUFA5,Ciliated,0.96,0.99,3,5,,,2.0
TCTN2,NDUFS8,Ciliated,1.0,1.0,5,9,,,2.0
TCTN2,NSDHL,Ciliated,1.0,1.0,15,30,,,2.0
TCTN2,NUS1,Ciliated,0.96,0.99,3,5,,,2.0
TCTN2,OSBPL8,Ciliated,0.84,0.99,15,27,,,2.0
TCTN2,PDIA4,Ciliated,1.0,1.0,68,119,,,2.0
TCTN2,PDIA6,Ciliated,0.89,0.95,27,53,,,2.0
TCTN2,PGRMC2,Ciliated,1.0,1.0,380,734,,,2.0
TCTN2,PIGS,Ciliated,0.96,0.99,3,5,,,2.0
TCTN2,PIGU,Ciliated,1.0,1.0,25,39,,,2.0
TCTN2,PLOD3,Ciliated,1.0,1.0,6,12,,,2.0
TCTN2,POR,Ciliated,1.0,1.0,23,39,,,2.0
TCTN2,PRAF2,Ciliated,1.0,1.0,25,36,,,2.0
TCTN2,PREB,Ciliated,1.0,1.0,13,21,,,2.0
TCTN2,PTDSS1,Ciliated,1.0,1.0,11,17,,,2.0
TCTN2,HACD3,Ciliated,1.0,1.0,141,270,,,2.0
TCTN2,HACD2,Ciliated,0.95,0.99,9,14,,,2.0
TCTN2,PTPN1,Ciliated,1.0,1.0,134,254,,,2.0
TCTN2,RAB10,Ciliated,0.93,1.0,33,63,,,2.0
TCTN2,RAB1A,Ciliated,1.0,1.0,68,136,,,2.0
TCTN2,RAB31,Ciliated,0.99,1.0,7,10,,,2.0
TCTN2,RAB7A,Ciliated,1.0,1.0,83,158,,,2.0
TCTN2,RABL3,Ciliated,1.0,1.0,35,64,,,2.0
TCTN2,REEP2,Ciliated,1.0,1.0,6,10,,,2.0
TCTN2,RER1,Ciliated,1.0,1.0,22,43,,,2.0
TCTN2,RFT1,Ciliated,1.0,1.0,16,30,,,2.0
TCTN2,RHBDD2,Ciliated,0.99,1.0,4,7,,,2.0
TCTN2,RPN1,Ciliated,1.0,1.0,858,1540,,,2.0
TCTN2,RPN2,Ciliated,1.0,1.0,299,534,,,2.0
TCTN2,RTN3,Ciliated,0.86,0.99,12,21,,,2.0
TCTN2,SEC11A,Ciliated,1.0,1.0,135,269,,,2.0
TCTN2,SEC11C,Ciliated,0.99,1.0,4,7,,,2.0
TCTN2,SEC22B,Ciliated,1.0,1.0,232,434,,,2.0
TCTN2,SEC62,Ciliated,0.93,0.93,2,4,,,2.0
TCTN2,SEC63,Ciliated,1.0,1.0,7,11,,,2.0
TCTN2,SGPL1,Ciliated,1.0,1.0,15,28,,,2.0
TCTN2,SLC33A1,Ciliated,1.0,1.0,67,133,,,2.0
TCTN2,SLC39A7,Ciliated,0.93,0.93,2,4,,,2.0
TCTN2,SNAP47,Ciliated,0.96,1.0,4,6,,,2.0
TCTN2,SNX19,Ciliated,1.0,1.0,11,19,,,2.0
TCTN2,SOAT1,Ciliated,1.0,1.0,36,63,,,2.0
TCTN2,SPCS1,Ciliated,1.0,1.0,35,69,,,2.0
TCTN2,SPCS2,Ciliated,1.0,1.0,120,230,,,2.0
TCTN2,SPCS3,Ciliated,1.0,1.0,66,125,,,2.0
TCTN2,SRPR,Ciliated,1.0,1.0,82,144,,,2.0
TCTN2,SRPRB,Ciliated,1.0,1.0,43,78,,,2.0
TCTN2,SSR3,Ciliated,1.0,1.0,7,14,,,2.0
TCTN2,STIM1,Ciliated,0.99,1.0,7,10,,,2.0
TCTN2,STT3B,Ciliated,1.0,1.0,422,809,,,2.0
TCTN2,SURF4,Ciliated,1.0,1.0,41,72,,,2.0
TCTN2,TAP2,Ciliated,0.96,1.0,4,6,,,2.0
TCTN2,TBL2,Ciliated,1.0,1.0,18,27,,,2.0
TCTN2,TECR,Ciliated,1.0,1.0,31,62,,,2.0
TCTN2,TEX264,Ciliated,1.0,1.0,34,54,,,2.0
TCTN2,TLCD1,Ciliated,1.0,1.0,12,20,,,2.0
TCTN2,TLCD2,Ciliated,0.96,0.99,3,5,,,2.0
TCTN2,TMCO1,Ciliated,1.0,1.0,57,101,,,2.0
TCTN2,TMEM109,Ciliated,1.0,1.0,29,54,,,2.0
TCTN2,EMC3,Ciliated,1.0,1.0,83,155,,,2.0
TCTN2,TMEM120B,Ciliated,0.99,1.0,7,10,,,2.0
TCTN2,TMEM161A,Ciliated,1.0,1.0,74,138,,,2.0
TCTN2,TMEM199,Ciliated,1.0,1.0,41,78,,,2.0
TCTN2,TMEM209,Ciliated,1.0,1.0,17,31,,,2.0
TCTN2,TMEM214,Ciliated,1.0,1.0,9,17,,,2.0
TCTN2,TMEM222,Ciliated,0.96,0.99,3,5,,,2.0
TCTN2,TMEM38B,Ciliated,1.0,1.0,34,65,,,2.0
TCTN2,TMEM43,Ciliated,1.0,1.0,15,26,,,2.0
TCTN2,NDC1,Ciliated,1.0,1.0,59,115,,,2.0
TCTN2,EMC4,Ciliated,1.0,1.0,16,28,,,2.0
TCTN2,EMC6,Ciliated,1.0,1.0,8,16,,,2.0
TCTN2,TMPO,Ciliated,1.0,1.0,2458,4888,,,2.0
TCTN2,TMX1,Ciliated,1.0,1.0,121,216,,,2.0
TCTN2,TMX3,Ciliated,1.0,1.0,18,29,,,2.0
TCTN2,TOR1AIP1,Ciliated,1.0,1.0,72,136,,,2.0
TCTN2,EMC2,Ciliated,1.0,1.0,48,93,,,2.0
TCTN2,UBE2J1,Ciliated,1.0,1.0,57,112,,,2.0
TCTN2,UBXN4,Ciliated,1.0,1.0,83,166,,,2.0
TCTN2,VAMP2,Ciliated,0.99,1.0,15,26,,,2.0
TCTN2,VAMP3,Ciliated,1.0,1.0,20,36,,,2.0
TCTN2,VAPA,Ciliated,1.0,1.0,173,342,,,2.0
TCTN2,VAPB,Ciliated,1.0,1.0,109,211,,,2.0
TCTN2,VEZT,Ciliated,1.0,1.0,35,64,,,2.0
TCTN2,VKORC1L1,Ciliated,1.0,1.0,56,99,,,2.0
TCTN2,VMA21,Ciliated,1.0,1.0,20,34,,,2.0
TCTN2,VMP1,Ciliated,1.0,1.0,11,22,,,2.0
TCTN2,VRK2,Ciliated,1.0,1.0,22,40,,,2.0
TCTN2,WDR41,Ciliated,1.0,1.0,11,21,,,2.0
TCTN2,WLS,Ciliated,1.0,1.0,25,48,,,2.0
TCTN2,YKT6,Ciliated,1.0,1.0,201,368,,,2.0
TCTN2,ZMPSTE24,Ciliated,1.0,1.0,6,10,,,2.0
TCTN2,ZMYM6NB,Ciliated,1.0,1.0,15,28,,,2.0
TCTN3,AAAS,Ciliated,1.0,1.0,10,16,,,2.0
TCTN3,ABCB10,Ciliated,1.0,1.0,7,13,,,2.0
TCTN3,ABHD12,Ciliated,1.0,1.0,4,8,,,2.0
TCTN3,ACADSB,Ciliated,0.99,1.0,5,8,,,2.0
TCTN3,ACSL3,Ciliated,1.0,1.0,67,116,,,2.0
TCTN3,ADIPOR2,Ciliated,0.96,1.0,11,13,,,2.0
TCTN3,AGPAT6,Ciliated,1.0,1.0,18,36,,,2.0
TCTN3,AGPAT9,Ciliated,1.0,1.0,17,28,,,2.0
TCTN3,ALDH1B1,Ciliated,0.99,0.99,3,6,,,2.0
TCTN3,ALDH3A2,Ciliated,1.0,1.0,22,41,,,2.0
TCTN3,ALG3,Ciliated,1.0,1.0,10,16,,,2.0
TCTN3,ALG6,Ciliated,0.96,0.99,3,5,,,2.0
TCTN3,ALG9,Ciliated,1.0,1.0,29,58,,,2.0
TCTN3,ANKLE2,Ciliated,0.99,0.99,3,6,,,2.0
TCTN3,ANO6,Ciliated,1.0,1.0,24,39,,,2.0
TCTN3,APOL2,Ciliated,1.0,1.0,9,16,,,2.0
TCTN3,ARL6IP5,Ciliated,1.0,1.0,156,297,,,2.0
TCTN3,ATP13A1,Ciliated,1.0,1.0,38,65,,,2.0
TCTN3,ATP1A1,Ciliated,1.0,1.0,44,80,,,2.0
TCTN3,ATP2A2,Ciliated,1.0,1.0,61,116,,,2.0
TCTN3,ATP6AP1,Ciliated,1.0,1.0,27,51,,,2.0
TCTN3,ATP6AP2,Ciliated,1.0,1.0,48,90,,,2.0
TCTN3,ATP6V0A1,Ciliated,1.0,1.0,4,8,,,2.0
TCTN3,ATP6V0A2,Ciliated,1.0,1.0,5,9,,,2.0
TCTN3,ATP6V0C,Ciliated,0.99,0.99,3,6,,,2.0
TCTN3,ATP6V1F,Ciliated,1.0,1.0,9,18,,,2.0
TCTN3,AUP1,Ciliated,0.96,1.0,5,7,,,2.0
TCTN3,BCAP31,Ciliated,1.0,1.0,11,20,,,2.0
TCTN3,BET1,Ciliated,0.96,1.0,4,6,,,2.0
TCTN3,BRI3BP,Ciliated,0.95,0.95,6,12,,,2.0
TCTN3,EMC7,Ciliated,1.0,1.0,26,39,,,2.0
TCTN3,EMC10,Ciliated,0.99,0.99,3,6,,,2.0
TCTN3,C1QBP,Ciliated,1.0,1.0,220,386,,,2.0
TCTN3,CALR,Ciliated,1.0,1.0,21,41,,,2.0
TCTN3,CAMLG,Ciliated,1.0,1.0,25,49,,,2.0
TCTN3,CANX,Ciliated,1.0,1.0,157,313,,,2.0
TCTN3,CCDC115,Ciliated,1.0,1.0,10,18,,,2.0
TCTN3,CCDC47,Ciliated,1.0,1.0,75,138,,,2.0
TCTN3,CDKAL1,Ciliated,1.0,1.0,16,28,,,2.0
TCTN3,CDS2,Ciliated,1.0,1.0,4,8,,,2.0
TCTN3,CERS1,Ciliated,1.0,1.0,8,16,,,2.0
TCTN3,CERS2,Ciliated,1.0,1.0,7,12,,,2.0
TCTN3,CISD2,Ciliated,1.0,1.0,23,40,,,2.0
TCTN3,CKAP4,Ciliated,1.0,1.0,110,216,,,2.0
TCTN3,CLCC1,Ciliated,1.0,1.0,13,25,,,2.0
TCTN3,CLCN7,Ciliated,1.0,1.0,7,13,,,2.0
TCTN3,CLGN,Ciliated,1.0,1.0,24,48,,,2.0
TCTN3,CLPTM1L,Ciliated,1.0,1.0,32,59,,,2.0
TCTN3,CNIH4,Ciliated,0.85,0.91,6,11,,,2.0
TCTN3,COPE,Ciliated,0.99,0.99,3,6,,,2.0
TCTN3,EMC8,Ciliated,1.0,1.0,18,34,,,2.0
TCTN3,CYB5B,Ciliated,1.0,1.0,5,9,,,2.0
TCTN3,CYB5R3,Ciliated,1.0,1.0,18,31,,,2.0
TCTN3,DAD1,Ciliated,0.93,0.93,2,4,,,2.0
TCTN3,DDOST,Ciliated,1.0,1.0,69,117,,,2.0
TCTN3,DDX47,Ciliated,0.99,1.0,6,9,,,2.0
TCTN3,DDX54,Ciliated,1.0,1.0,16,27,,,2.0
TCTN3,DEGS1,Ciliated,1.0,1.0,16,27,,,2.0
TCTN3,DERL1,Ciliated,1.0,1.0,4,8,,,2.0
TCTN3,DGAT1,Ciliated,1.0,1.0,4,8,,,2.0
TCTN3,DGKE,Ciliated,0.96,1.0,4,6,,,2.0
TCTN3,DHCR7,Ciliated,1.0,1.0,24,46,,,2.0
TCTN3,DHRS7,Ciliated,1.0,1.0,40,71,,,2.0
TCTN3,DHRS7B,Ciliated,0.96,1.0,4,6,,,2.0
TCTN3,DNAJB11,Ciliated,1.0,1.0,9,14,,,2.0
TCTN3,DNAJC1,Ciliated,1.0,1.0,40,78,,,2.0
TCTN3,DNAJC10,Ciliated,0.93,0.93,2,4,,,2.0
TCTN3,DNAJC11,Ciliated,0.93,0.93,2,4,,,2.0
TCTN3,DNAJC16,Ciliated,0.96,0.99,3,5,,,2.0
TCTN3,DNAJC3,Ciliated,0.93,0.93,2,4,,,2.0
TCTN3,DOLPP1,Ciliated,0.84,0.96,9,16,,,2.0
TCTN3,DPY19L1,Ciliated,1.0,1.0,12,21,,,2.0
TCTN3,DPY19L3,Ciliated,1.0,1.0,51,89,,,2.0
TCTN3,DYNLT1,Ciliated,0.93,0.93,2,4,,,2.0
TCTN3,EBP,Ciliated,1.0,1.0,17,30,,,2.0
TCTN3,EI24,Ciliated,1.0,1.0,19,35,,,2.0
TCTN3,EIF2AK3,Ciliated,1.0,1.0,7,12,,,2.0
TCTN3,ELOVL1,Ciliated,1.0,1.0,23,44,,,2.0
TCTN3,EMD,Ciliated,1.0,1.0,43,86,,,2.0
TCTN3,EPT1,Ciliated,0.96,0.99,3,5,,,2.0
TCTN3,ERGIC2,Ciliated,1.0,1.0,5,9,,,2.0
TCTN3,ERGIC3,Ciliated,1.0,1.0,5,9,,,2.0
TCTN3,ERO1A,Ciliated,0.96,0.99,3,5,,,2.0
TCTN3,ERO1B,Ciliated,0.96,0.99,3,5,,,2.0
TCTN3,ERP29,Ciliated,0.99,1.0,6,9,,,2.0
TCTN3,ESYT1,Ciliated,1.0,1.0,84,153,,,2.0
TCTN3,FA2H,Ciliated,1.0,1.0,7,13,,,2.0
TCTN3,FADS2,Ciliated,1.0,1.0,17,28,,,2.0
TCTN3,FKBP8,Ciliated,0.98,0.99,9,16,,,2.0
TCTN3,GANAB,Ciliated,1.0,1.0,21,40,,,2.0
TCTN3,GARS,Ciliated,1.0,1.0,5,9,,,2.0
TCTN3,GOLT1B,Ciliated,0.96,0.99,3,5,,,2.0
TCTN3,GPAA1,Ciliated,1.0,1.0,9,16,,,2.0
TCTN3,GPR89A,Ciliated,0.99,1.0,6,9,,,2.0
TCTN3,GRAMD1A,Ciliated,1.0,1.0,11,18,,,2.0
TCTN3,GSTK1,Ciliated,0.93,0.93,2,4,,,2.0
TCTN3,HM13,Ciliated,0.96,0.99,19,33,,,2.0
TCTN3,HMGCR,Ciliated,0.99,1.0,4,7,,,2.0
TCTN3,HMOX2,Ciliated,1.0,1.0,122,222,,,2.0
TCTN3,HSD17B12,Ciliated,1.0,1.0,25,49,,,2.0
TCTN3,HSDL2,Ciliated,0.93,0.93,2,4,,,2.0
TCTN3,HSP90B1,Ciliated,1.0,1.0,183,359,,,2.0
TCTN3,HSPA5,Ciliated,1.0,1.0,265,529,,,2.0
TCTN3,HYOU1,Ciliated,1.0,1.0,93,183,,,2.0
TCTN3,IDH3B,Ciliated,0.99,0.99,3,6,,,2.0
TCTN3,IKBIP,Ciliated,1.0,1.0,23,41,,,2.0
TCTN3,ILVBL,Ciliated,1.0,1.0,5,10,,,2.0
TCTN3,ITGB1,Ciliated,0.99,1.0,4,7,,,2.0
TCTN3,JAGN1,Ciliated,1.0,1.0,5,9,,,2.0
TCTN3,EMC1,Ciliated,1.0,1.0,104,197,,,2.0
TCTN3,KRTCAP2,Ciliated,1.0,1.0,5,9,,,2.0
TCTN3,LBR,Ciliated,1.0,1.0,239,437,,,2.0
TCTN3,LCLAT1,Ciliated,1.0,1.0,5,9,,,2.0
TCTN3,LEMD3,Ciliated,0.98,1.0,15,26,,,2.0
TCTN3,LMAN1,Ciliated,1.0,1.0,127,220,,,2.0
TCTN3,LMF2,Ciliated,1.0,1.0,29,56,,,2.0
TCTN3,LOC100129118,Ciliated,1.0,1.0,27,50,,,2.0
TCTN3,LOC100507703,Ciliated,0.96,1.0,5,7,,,2.0
TCTN3,LPCAT3,Ciliated,1.0,1.0,8,14,,,2.0
TCTN3,LRRC59,Ciliated,1.0,1.0,32,54,,,2.0
TCTN3,MAGT1,Ciliated,1.0,1.0,72,134,,,2.0
TCTN3,MBOAT7,Ciliated,1.0,1.0,29,55,,,2.0
TCTN3,MFSD10,Ciliated,1.0,1.0,11,16,,,2.0
TCTN3,MGST1,Ciliated,0.96,0.99,3,5,,,2.0
TCTN3,MLEC,Ciliated,1.0,1.0,8,15,,,2.0
TCTN3,MMGT1,Ciliated,1.0,1.0,11,22,,,2.0
TCTN3,MOSPD2,Ciliated,1.0,1.0,6,12,,,2.0
TCTN3,NCLN,Ciliated,1.0,1.0,12,23,,,2.0
TCTN3,NDUFA5,Ciliated,0.96,1.0,4,6,,,2.0
TCTN3,NDUFA9,Ciliated,0.97,0.99,10,19,,,2.0
TCTN3,NDUFS1,Ciliated,1.0,1.0,11,21,,,2.0
TCTN3,NDUFS2,Ciliated,0.99,1.0,4,7,,,2.0
TCTN3,NDUFS3,Ciliated,1.0,1.0,7,13,,,2.0
TCTN3,NDUFS8,Ciliated,0.99,0.99,3,6,,,2.0
TCTN3,NDUFV2,Ciliated,0.99,1.0,4,7,,,2.0
TCTN3,NIPSNAP1,Ciliated,0.96,0.99,3,5,,,2.0
TCTN3,NSDHL,Ciliated,1.0,1.0,14,27,,,2.0
TCTN3,NUCB2,Ciliated,1.0,1.0,23,44,,,2.0
TCTN3,NUP205,Ciliated,1.0,1.0,7,12,,,2.0
TCTN3,NUS1,Ciliated,0.96,0.99,3,5,,,2.0
TCTN3,ORMDL2,Ciliated,1.0,1.0,18,33,,,2.0
TCTN3,ORMDL3,Ciliated,1.0,1.0,6,10,,,2.0
TCTN3,OSBPL8,Ciliated,1.0,1.0,23,42,,,2.0
TCTN3,P4HA1,Ciliated,0.96,1.0,5,7,,,2.0
TCTN3,P4HB,Ciliated,1.0,1.0,39,73,,,2.0
TCTN3,PDIA3,Ciliated,1.0,1.0,84,163,,,2.0
TCTN3,PDIA4,Ciliated,1.0,1.0,88,159,,,2.0
TCTN3,PDIA6,Ciliated,1.0,1.0,46,89,,,2.0
TCTN3,PGRMC1,Ciliated,1.0,1.0,66,119,,,2.0
TCTN3,PGRMC2,Ciliated,1.0,1.0,382,734,,,2.0
TCTN3,PIGK,Ciliated,1.0,1.0,10,20,,,2.0
TCTN3,PIGS,Ciliated,1.0,1.0,20,37,,,2.0
TCTN3,PIGT,Ciliated,1.0,1.0,23,42,,,2.0
TCTN3,PIGU,Ciliated,1.0,1.0,41,74,,,2.0
TCTN3,PLOD1,Ciliated,0.96,0.99,3,5,,,2.0
TCTN3,POLR2A,Ciliated,0.99,0.99,3,6,,,2.0
TCTN3,POR,Ciliated,1.0,1.0,32,50,,,2.0
TCTN3,PPIB,Ciliated,0.95,0.98,10,18,,,2.0
TCTN3,PRAF2,Ciliated,0.95,0.99,9,14,,,2.0
TCTN3,PREB,Ciliated,1.0,1.0,6,11,,,2.0
TCTN3,PRKCSH,Ciliated,1.0,1.0,11,22,,,2.0
TCTN3,PTDSS1,Ciliated,1.0,1.0,20,37,,,2.0
TCTN3,PTDSS2,Ciliated,1.0,1.0,9,14,,,2.0
TCTN3,HACD3,Ciliated,1.0,1.0,87,169,,,2.0
TCTN3,HACD2,Ciliated,0.97,1.0,10,16,,,2.0
TCTN3,PTPN1,Ciliated,1.0,1.0,29,51,,,2.0
TCTN3,RAB31,Ciliated,0.96,1.0,4,6,,,2.0
TCTN3,RAB7A,Ciliated,1.0,1.0,24,43,,,2.0
TCTN3,RABL3,Ciliated,1.0,1.0,7,11,,,2.0
TCTN3,RCN1,Ciliated,0.99,0.99,3,6,,,2.0
TCTN3,RCN2,Ciliated,1.0,1.0,6,10,,,2.0
TCTN3,REEP2,Ciliated,1.0,1.0,4,8,,,2.0
TCTN3,REEP4,Ciliated,1.0,1.0,4,8,,,2.0
TCTN3,REEP5,Ciliated,1.0,1.0,5,9,,,2.0
TCTN3,RER1,Ciliated,1.0,1.0,13,24,,,2.0
TCTN3,RFT1,Ciliated,1.0,1.0,16,30,,,2.0
TCTN3,RHBDD2,Ciliated,0.96,0.99,3,5,,,2.0
TCTN3,RPN1,Ciliated,1.0,1.0,251,482,,,2.0
TCTN3,RPN2,Ciliated,1.0,1.0,125,234,,,2.0
TCTN3,RTN3,Ciliated,0.94,0.99,12,22,,,2.0
TCTN3,SAMD8,Ciliated,1.0,1.0,6,11,,,2.0
TCTN3,SAR1A,Ciliated,0.84,0.91,7,13,,,2.0
TCTN3,SCAMP2,Ciliated,0.99,0.99,3,6,,,2.0
TCTN3,SCD,Ciliated,1.0,1.0,7,14,,,2.0
TCTN3,SCD5,Ciliated,1.0,1.0,5,9,,,2.0
TCTN3,SEC11A,Ciliated,1.0,1.0,23,42,,,2.0
TCTN3,SEC22B,Ciliated,1.0,1.0,71,133,,,2.0
TCTN3,SEC63,Ciliated,1.0,1.0,14,25,,,2.0
TCTN3,SENP3,Ciliated,1.0,1.0,5,9,,,2.0
TCTN3,SEP15,Ciliated,0.93,0.93,2,4,,,2.0
TCTN3,POMK,Ciliated,0.99,0.99,3,6,,,2.0
TCTN3,SGPL1,Ciliated,1.0,1.0,12,23,,,2.0
TCTN3,SLC11A2,Ciliated,0.96,1.0,4,6,,,2.0
TCTN3,SLC12A2,Ciliated,1.0,1.0,22,43,,,2.0
TCTN3,SLC1A3,Ciliated,0.96,1.0,6,8,,,2.0
TCTN3,SLC25A17,Ciliated,1.0,1.0,5,10,,,2.0
TCTN3,SLC30A5,Ciliated,1.0,1.0,6,11,,,2.0
TCTN3,SLC30A6,Ciliated,1.0,1.0,5,9,,,2.0
TCTN3,SLC30A7,Ciliated,0.96,0.99,3,5,,,2.0
TCTN3,SLC33A1,Ciliated,1.0,1.0,20,38,,,2.0
TCTN3,SLC35B4,Ciliated,0.96,0.99,3,5,,,2.0
TCTN3,SLC37A4,Ciliated,0.99,0.99,3,6,,,2.0
TCTN3,SLC38A2,Ciliated,0.93,0.93,2,4,,,2.0
TCTN3,SLC38A9,Ciliated,1.0,1.0,6,10,,,2.0
TCTN3,SLC39A10,Ciliated,1.0,1.0,12,18,,,2.0
TCTN3,SLC39A7,Ciliated,1.0,1.0,6,10,,,2.0
TCTN3,SLC6A8,Ciliated,1.0,1.0,9,17,,,2.0
TCTN3,SLC9A1,Ciliated,1.0,1.0,9,14,,,2.0
TCTN3,SMPD4,Ciliated,1.0,1.0,12,20,,,2.0
TCTN3,SOAT1,Ciliated,1.0,1.0,53,103,,,2.0
TCTN3,SPCS1,Ciliated,1.0,1.0,11,21,,,2.0
TCTN3,SPCS2,Ciliated,1.0,1.0,18,34,,,2.0
TCTN3,SPCS3,Ciliated,1.0,1.0,12,23,,,2.0
TCTN3,SRPR,Ciliated,1.0,1.0,56,98,,,2.0
TCTN3,SRPRB,Ciliated,0.99,1.0,17,32,,,2.0
TCTN3,SRSF2,Ciliated,1.0,1.0,6,10,,,2.0
TCTN3,SSR1,Ciliated,1.0,1.0,4,8,,,2.0
TCTN3,SSR3,Ciliated,0.99,1.0,4,7,,,2.0
TCTN3,STIM1,Ciliated,1.0,1.0,14,27,,,2.0
TCTN3,STT3B,Ciliated,1.0,1.0,212,416,,,2.0
TCTN3,SUN1,Ciliated,1.0,1.0,8,13,,,2.0
TCTN3,SUN2,Ciliated,0.93,0.93,2,4,,,2.0
TCTN3,SURF4,Ciliated,1.0,1.0,32,61,,,2.0
TCTN3,TAP1,Ciliated,1.0,1.0,10,20,,,2.0
TCTN3,TAP2,Ciliated,1.0,1.0,8,15,,,2.0
TCTN3,TAPT1,Ciliated,1.0,1.0,8,15,,,2.0
TCTN3,TFRC,Ciliated,0.99,1.0,4,7,,,2.0
TCTN3,TLCD1,Ciliated,1.0,1.0,12,21,,,2.0
TCTN3,TLCD2,Ciliated,1.0,1.0,5,9,,,2.0
TCTN3,TM9SF2,Ciliated,1.0,1.0,6,11,,,2.0
TCTN3,TM9SF3,Ciliated,0.9,0.99,8,12,,,2.0
TCTN3,TMCO1,Ciliated,1.0,1.0,30,60,,,2.0
TCTN3,TMED2,Ciliated,0.93,0.93,2,4,,,2.0
TCTN3,TMED9,Ciliated,1.0,1.0,7,13,,,2.0
TCTN3,EMC3,Ciliated,1.0,1.0,40,78,,,2.0
TCTN3,TMEM120B,Ciliated,1.0,1.0,5,9,,,2.0
TCTN3,TMEM184C,Ciliated,0.93,0.93,2,4,,,2.0
TCTN3,TMEM189-UBE2V1,Ciliated,1.0,1.0,4,8,,,2.0
TCTN3,TMEM199,Ciliated,1.0,1.0,33,60,,,2.0
TCTN3,TMEM209,Ciliated,1.0,1.0,14,25,,,2.0
TCTN3,TMEM214,Ciliated,1.0,1.0,8,13,,,2.0
TCTN3,TMEM245,Ciliated,0.99,0.99,3,6,,,2.0
TCTN3,TMEM33,Ciliated,1.0,1.0,14,26,,,2.0
TCTN3,TMEM38B,Ciliated,1.0,1.0,30,59,,,2.0
TCTN3,TMEM41A,Ciliated,0.99,1.0,5,8,,,2.0
TCTN3,TMEM41B,Ciliated,0.96,1.0,4,6,,,2.0
TCTN3,TMEM43,Ciliated,1.0,1.0,30,52,,,2.0
TCTN3,NDC1,Ciliated,1.0,1.0,35,63,,,2.0
TCTN3,EMC4,Ciliated,1.0,1.0,5,10,,,2.0
TCTN3,EMC6,Ciliated,1.0,1.0,4,8,,,2.0
TCTN3,TMPO,Ciliated,1.0,1.0,1680,3214,,,2.0
TCTN3,TMTC3,Ciliated,1.0,1.0,7,12,,,2.0
TCTN3,TMX1,Ciliated,1.0,1.0,25,41,,,2.0
TCTN3,TMX3,Ciliated,1.0,1.0,14,28,,,2.0
TCTN3,TOR1AIP1,Ciliated,1.0,1.0,41,78,,,2.0
TCTN3,TOR1AIP2,Ciliated,1.0,1.0,12,21,,,2.0
TCTN3,TP53I11,Ciliated,0.99,0.99,3,6,,,2.0
TCTN3,TRAM1,Ciliated,0.96,1.0,4,6,,,2.0
TCTN3,TRIM13,Ciliated,0.99,1.0,6,9,,,2.0
TCTN3,TRPM7,Ciliated,1.0,1.0,9,13,,,2.0
TCTN3,EMC2,Ciliated,1.0,1.0,29,55,,,2.0
TCTN3,TXNDC5,Ciliated,1.0,1.0,10,19,,,2.0
TCTN3,UBE2J1,Ciliated,1.0,1.0,12,23,,,2.0
TCTN3,UBXN4,Ciliated,1.0,1.0,27,53,,,2.0
TCTN3,UFL1,Ciliated,0.93,0.93,2,4,,,2.0
TCTN3,UGGT1,Ciliated,1.0,1.0,47,93,,,2.0
TCTN3,UGT8,Ciliated,0.93,0.93,2,4,,,2.0
TCTN3,UNC93B1,Ciliated,1.0,1.0,8,12,,,2.0
TCTN3,VANGL1,Ciliated,1.0,1.0,7,11,,,2.0
TCTN3,VEZT,Ciliated,1.0,1.0,40,80,,,2.0
TCTN3,VKORC1L1,Ciliated,1.0,1.0,19,35,,,2.0
TCTN3,VMA21,Ciliated,1.0,1.0,19,38,,,2.0
TCTN3,VMP1,Ciliated,1.0,1.0,6,11,,,2.0
TCTN3,VRK2,Ciliated,1.0,1.0,20,38,,,2.0
TCTN3,WFS1,Ciliated,1.0,1.0,9,14,,,2.0
TCTN3,WLS,Ciliated,1.0,1.0,26,52,,,2.0
TCTN3,YIF1A,Ciliated,1.0,1.0,18,31,,,2.0
TCTN3,YIF1B,Ciliated,1.0,1.0,6,11,,,2.0
TCTN3,YKT6,Ciliated,1.0,1.0,57,92,,,2.0
TCTN3,ZMPSTE24,Ciliated,1.0,1.0,8,15,,,2.0
CC2D2A,AHI1,Ciliated,1.0,1.0,5,9,,,2.0
CC2D2A,ASCC2,Ciliated,0.96,1.0,5,7,,,2.0
CC2D2A,ASCC3,Ciliated,1.0,1.0,20,33,,,2.0
CC2D2A,CEP131,Ciliated,1.0,1.0,6,11,,,2.0
CC2D2A,B9D1,Ciliated,1.0,1.0,12,20,,,2.0
